expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor,name_en,card_url_wiki,set_code_wiki,card_no_wiki,price_yen,original_price_yen,in_stock
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/011,狂焔怪獣 ブレゼルガス,（キョウエンカイジュウ ブレゼルガス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/011&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_011.png,ノーマルユニット,ブラントゲート,エイリアン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,Moopic,【自】：このユニットが、山札か手札から(R)に登場した時、このターンにあなたがペルソナシールド・チケットを手札に加えていないなら、以下を１つ行う。・【コスト】[ライドデッキからペルソナライドを持つカードを１枚公開する]ことで、ペルソナシールド・チケットを１枚手札に加える。・あなたのヴァンガードがペルソナライドを持つなら、ペルソナシールド・チケットを１枚手札に加える。【自】【(R)】：あなたがペルソナシールド・チケットをプレイした時、【コスト】[【ソウルブラスト】(1)]することで、このユニットを(G)に移動させる。,何もかもを焼き尽くし、黒く、昏い灰燼と成す。,"Mad Flame Monster, Blezergas","https://cardfight.fandom.com/wiki/Mad_Flame_Monster,_Blezergas",VGE-DZ-SS16,DZ-SS16/011,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/012,銀星竜 セイファード,（ギンセイリュウ セイファード）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/012&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_012.png,ノーマルユニット,ブラントゲート,サイバードラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,DaisukeIzuka,【自】：このユニットが(R)に登場した時、あなたのヴァンガードのグレードが、相手のヴァンガードのグレード以下なら、【エネルギーチャージ】(1)し、そのターン中、このユニットのパワー＋2000。【自】【(R)/ドロップ】：あなたのターンにあなたの他のカードが手札から捨てられた時、【コスト】[【エネルギーブラスト】(3)，このカードを除外する]ことで、その捨てられたカードを１枚選び、手札に加える。,白銀より出でし紅明。それは次なる地平を寿ぐ光。,"Silverstar Dragon, Seyferd","https://cardfight.fandom.com/wiki/Silverstar_Dragon,_Seyferd",VGE-DZ-SS16,DZ-SS16/012,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/013,白宝獣 シンセティカ,（ハクホウジュウ シンセティカ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/013&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_013.png,ノーマルユニット,ブラントゲート,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,かわすみ,【自】：このユニットが、(R)に登場した時か(G)に置かれた時、【コスト】[ソウルかドロップから、ライドデッキにしたカードを合計２枚ライドデッキに表で置く]ことで、このユニットのいるサークルにより以下を１つ行う。・(R)‐あなたのドロップからセットオーダーを１枚選び、手札に加える。・(G)‐そのバトル中、このユニットのシールド＋15000。,飽くなき探求心が、本物を上回る輝きを創るのです。,"White Jeweled Beast, Synthetica","https://cardfight.fandom.com/wiki/White_Jeweled_Beast,_Synthetica",VGE-DZ-SS16,DZ-SS16/013,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/014,陣頭の騎士 テイスファルト,（ジントウノキシ テイスファルト）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/014&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_014.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,叶之明,【自】：このユニットがユニットカードの能力以外で(R)に登場した時、このターンにあなたがノーマルオーダーをプレイしているなら、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から５枚見て、あなたのヴァンガードのグレード以下を１枚まで選んで公開し、それがユニットカードなら(R)にコールし、ノーマルオーダーなら手札に加える。山札をシャッフルする。【自】【(R)】：このユニットがグレード３以上にアタックした時、あなたのユニットが４枚以上なら、そのバトル中、このユニットのパワー＋10000。,この旗に誓ったのです。皆で安寧の世を作りだすと。,"Forefront Knight, Teithfallt","https://cardfight.fandom.com/wiki/Forefront_Knight,_Teithfallt",VGE-DZ-SS16,DZ-SS16/014,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/015,星空の騎士 ゼロ,（ホシゾラノキシ ゼロ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/015&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_015.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,©大円坊 真／小学館　icon:MAMEX,【永】：このカードは「沈黙の騎士 ギャラティン」として扱う。【自】：あなたのヴァンガードのクランが《ロイヤルパラディン》のみなら、このコストは『【エネルギーブラスト】(3)』でも払える。このユニットが(R)に登場した時、このユニットと同名のあなたの他のリアガードがいないなら、【コスト】[【カウンターブラスト】(1)]することで、１枚引く。【自】【(R)】：このユニットがグレード３以上にアタックした時、そのバトル中、このユニットのパワー＋5000。あなたのユニットが４枚以上なら、＋5000ではなく10000。【自】【(R)】【ターン1回】：このユニットがアタックした時、あなたのヴァンガードのクランが《ロイヤルパラディン》のみで、このターンに、あなたがペルソナライドしていて、このユニットがあなたのヴァンガードの能力で【スタンド】しているなら、【コスト】[【カウンターブラスト】(1)]することで、そのバトル中、相手は自分のカードの【自】能力を発動できない。,仲間の数は可能性そのものだ!!,"Knight of Starry Skies, Zero","https://cardfight.fandom.com/wiki/Knight_of_Starry_Skies,_Zero",VGE-DZ-SS16,DZ-SS16/015,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/016,黄宝獣 トールパーズ,（オウホウジュウ トールパーズ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/016&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_016.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,かわすみ,【自】：このユニットが、(R)に登場した時か(G)に置かれた時、【コスト】[ソウルかドロップから、ライドデッキにしたカードを合計２枚ライドデッキに表で置く]ことで、このユニットのいるサークルにより以下を１つ行う。・(R)‐あなたの山札を上から５枚見て、あなたのヴァンガードのグレード以下のユニットカードを１枚まで選び、(R)にコールし、山札をシャッフルする。あなたのメインフェイズ以外なら、そのコールされたユニットを【レスト】させる。・(G)‐そのバトル中、このユニットのシールド＋15000。,曇りなき潔白の志、それを私に示しておくれ。,"Yellow Jeweled Beast, Tolpaz","https://cardfight.fandom.com/wiki/Yellow_Jeweled_Beast,_Tolpaz",VGE-DZ-SS16,DZ-SS16/016,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/017,昂照竜 ブレディアーク,（コウショウリュウ ブレディアーク）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/017&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_017.png,ノーマルユニット,ケテルサンクチュアリ,コスモドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,安達洋介,【自】：このユニットが(R)に登場した時、あなたのヴァンガードのグレードが、相手のヴァンガードのグレード以下なら、あなたの山札を上から１枚見て、山札の上か下に置き、そのターン中、このユニットのパワー＋2000。【自】【(R)/ドロップ】：あなたのターンにあなたの他のカードが手札から捨てられた時、【コスト】[【エネルギーブラスト】(3)，このカードを除外する]ことで、その捨てられたカードを１枚選び、手札に加える。,恐怖に打ち克ち、汝が勇気を証明せよ。,"Brilliant Dragon, Bradiark","https://cardfight.fandom.com/wiki/Brilliant_Dragon,_Bradiark",VGE-DZ-SS16,DZ-SS16/017,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/018,終夜の騎士 エスニア,（シュウヤノキシ エスニア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/018&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_018.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,辰馬大助,【自】：このユニットが、山札か手札から(R)に登場した時、このターンにあなたがペルソナシールド・チケットを手札に加えていないなら、以下を１つ行う。・【コスト】[ライドデッキからペルソナライドを持つカードを１枚公開する]ことで、ペルソナシールド・チケットを１枚手札に加える。・あなたのヴァンガードがペルソナライドを持つなら、ペルソナシールド・チケットを１枚手札に加える。【自】【(R)】：あなたがペルソナシールド・チケットをプレイした時、【コスト】[【ソウルブラスト】(1)]することで、このユニットを(G)に移動させる。,さぁ、眠れない夜にしようじゃないか！,"Knight of All Night, Esnia","https://cardfight.fandom.com/wiki/Knight_of_All_Night,_Esnia",VGE-DZ-SS16,DZ-SS16/018,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/019,深淵霊域 メイディス,（ディープランズ メイディス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/019&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_019.png,ノーマルユニット,ストイケイア,ゾンビ,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,©大円坊 真／小学館,【自】：このユニットがユニットカードの能力以外で(R)に登場した時、このターンにあなたがノーマルオーダーをプレイしているなら、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から５枚見て、あなたのヴァンガードのグレード以下を１枚まで選んで公開し、それがユニットカードなら(R)にコールし、ノーマルオーダーなら手札に加える。山札をシャッフルする。【自】【(R)】：このユニットがアタックした時、このターンにあなたのユニットがドロップから(R)に登場しているなら、【コスト】[【エネルギーブラスト】(2)]することで、相手のリアガードを１枚選び、次の相手のターン終了時まで、そのユニットはインターセプトできず、スタンドフェイズに【スタンド】できない。相手のヴァンガードがグレード３以上なら、そのバトル中、このユニットのパワー＋5000。,歌が響く。深き淵へ誘う、呪いの歌が。,"Deeplands, Meydith","https://cardfight.fandom.com/wiki/Deeplands,_Meydith",VGE-DZ-SS16,DZ-SS16/019,,,
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/020,幻翅竜 フェアルミア,（ゲンシリュウ フェアルミア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/020&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_020.png,ノーマルユニット,ストイケイア,フォレストドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,北熊,【自】：このユニットが(R)に登場した時、あなたのヴァンガードのグレードが、相手のヴァンガードのグレード以下なら、あなたの山札を上から１枚まで捨て、そのターン中、このユニットのパワー＋2000。【自】【(R)/ドロップ】：あなたのターンにあなたの他のカードが手札から捨てられた時、【コスト】[【エネルギーブラスト】(3)，このカードを除外する]ことで、その捨てられたカードを１枚選び、手札に加える。,優雅な羽搏きと侮る勿れ。其は嵐を呼ぶ翼なり。,"Illusivewing Dragon, Fjarmja","https://cardfight.fandom.com/wiki/Illusivewing_Dragon,_Fjarmja",VGE-DZ-SS16,DZ-SS16/020,,,
