Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Gift Card,Variant Weight Unit,Included / Singapore,Included / Australia,Included / Eurozone,Included / India,Included / International,Included / Japan,Included / United Kingdom,Included / United States,Status
dz-ss16-013,"DZ-SS16/013 White Jeweled Beast, Synthetica [RRR]","<p><strong>White Jeweled Beast, Synthetica</strong></p>
<p>Card Number: DZ-SS16/013</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/013,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_013.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-014,"DZ-SS16/014 Forefront Knight, Teithfallt [RRR]","<p><strong>Forefront Knight, Teithfallt</strong></p>
<p>Card Number: DZ-SS16/014</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/014,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_014.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-015,"DZ-SS16/015 Knight of Starry Skies, Zero [RRR]","<p><strong>Knight of Starry Skies, Zero</strong></p>
<p>Card Number: DZ-SS16/015</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/015,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_015.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-016,"DZ-SS16/016 Yellow Jeweled Beast, Tolpaz [RRR]","<p><strong>Yellow Jeweled Beast, Tolpaz</strong></p>
<p>Card Number: DZ-SS16/016</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/016,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_016.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-017,"DZ-SS16/017 Brilliant Dragon, Bradiark [RRR]","<p><strong>Brilliant Dragon, Bradiark</strong></p>
<p>Card Number: DZ-SS16/017</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/017,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_017.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-018,"DZ-SS16/018 Knight of All Night, Esnia [RRR]","<p><strong>Knight of All Night, Esnia</strong></p>
<p>Card Number: DZ-SS16/018</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/018,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_018.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-019,"DZ-SS16/019 Deeplands, Meydith [RRR]","<p><strong>Deeplands, Meydith</strong></p>
<p>Card Number: DZ-SS16/019</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/019,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_019.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-020,"DZ-SS16/020 Illusivewing Dragon, Fjarmja [RRR]","<p><strong>Illusivewing Dragon, Fjarmja</strong></p>
<p>Card Number: DZ-SS16/020</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/020,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_020.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-021,"DZ-SS16/021 Fairy of Reluctant Farewell, Aptisheet [RRR]","<p><strong>Fairy of Reluctant Farewell, Aptisheet</strong></p>
<p>Card Number: DZ-SS16/021</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/021,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_021.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-022,"DZ-SS16/022 Green Jeweled Beast, Elmedar [RRR]","<p><strong>Green Jeweled Beast, Elmedar</strong></p>
<p>Card Number: DZ-SS16/022</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/022,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_022.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-023,DZ-SS16/023 イメージしろ！マリレーンとのチェキ会を！ ダウナーお姉さん [RRR],"<p><strong>イメージしろ！マリレーンとのチェキ会を！ ダウナーお姉さん</strong></p>
<p>Card Number: DZ-SS16/023</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 3</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/023,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_023.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-024,"DZ-SS16/024 One Night Witch, Strega [RRR]","<p><strong>One Night Witch, Strega</strong></p>
<p>Card Number: DZ-SS16/024</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/024,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_024.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-025,"DZ-SS16/025 Seasong Dragon, Elestino [RRR]","<p><strong>Seasong Dragon, Elestino</strong></p>
<p>Card Number: DZ-SS16/025</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/025,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_025.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-026,"DZ-SS16/026 Rainbow Jeweled Beast, Olpirais [RRR]","<p><strong>Rainbow Jeweled Beast, Olpirais</strong></p>
<p>Card Number: DZ-SS16/026</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 1</p>
<p>Nation: リリカルモナステリオ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/026,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_026.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-027,"DZ-SS16/027 Break Fang Evil Bond, Alrest & Volgamort [RRR]","<p><strong>Break Fang Evil Bond, Alrest & Volgamort</strong></p>
<p>Card Number: DZ-SS16/027</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/027,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_027.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-028,"DZ-SS16/028 Dream Sky Mutual Love, Naama & Samaell [RRR]","<p><strong>Dream Sky Mutual Love, Naama & Samaell</strong></p>
<p>Card Number: DZ-SS16/028</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/028,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_028.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-029,DZ-SS16/029 重蝕望縁 グラヴェル＆オルグス [RRR],"<p><strong>重蝕望縁 グラヴェル＆オルグス</strong></p>
<p>Card Number: DZ-SS16/029</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/029,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_029.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-030,"DZ-SS16/030 Snow Soul Revenge, Maldeas & Koyuki [RRR]","<p><strong>Snow Soul Revenge, Maldeas & Koyuki</strong></p>
<p>Card Number: DZ-SS16/030</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/030,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_030.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-031,"DZ-SS16/031 Corpse Hunting Rend Cataclysm, Roveena & Zuin [RRR]","<p><strong>Corpse Hunting Rend Cataclysm, Roveena & Zuin</strong></p>
<p>Card Number: DZ-SS16/031</p>
<p>Rarity: RRR</p>
<p>Grade: グレード 2</p>
<p>Nation: ストイケイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/031,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_031.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-032,"DZ-SS16/032 Illusory Tunes Nymph, Keishou [RR]","<p><strong>Illusory Tunes Nymph, Keishou</strong></p>
<p>Card Number: DZ-SS16/032</p>
<p>Rarity: RR</p>
<p>Grade: グレード 2</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/032,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_032.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-033,"DZ-SS16/033 Stealth Dragon, Souzan [RR]","<p><strong>Stealth Dragon, Souzan</strong></p>
<p>Card Number: DZ-SS16/033</p>
<p>Rarity: RR</p>
<p>Grade: グレード 1</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/033,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_033.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-034,"DZ-SS16/034 Stealth Fiend, Futakuchiyo [RR]","<p><strong>Stealth Fiend, Futakuchiyo</strong></p>
<p>Card Number: DZ-SS16/034</p>
<p>Rarity: RR</p>
<p>Grade: グレード 0</p>
<p>Nation: ドラゴンエンパイア</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/034,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_034.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-035,DZ-SS16/035 Festive Trapezist [RR],"<p><strong>Festive Trapezist</strong></p>
<p>Card Number: DZ-SS16/035</p>
<p>Rarity: RR</p>
<p>Grade: グレード 2</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/035,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_035.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-036,"DZ-SS16/036 Adventure Studies Academic, Arius [RR]","<p><strong>Adventure Studies Academic, Arius</strong></p>
<p>Card Number: DZ-SS16/036</p>
<p>Rarity: RR</p>
<p>Grade: グレード 2</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/036,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_036.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-037,"DZ-SS16/037 Shadow Stabbing Demonic Spear Knight, Criminatress [RR]","<p><strong>Shadow Stabbing Demonic Spear Knight, Criminatress</strong></p>
<p>Card Number: DZ-SS16/037</p>
<p>Rarity: RR</p>
<p>Grade: グレード 1</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/037,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_037.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-038,"DZ-SS16/038 Strange Noise of Ruin, Aduro [RR]","<p><strong>Strange Noise of Ruin, Aduro</strong></p>
<p>Card Number: DZ-SS16/038</p>
<p>Rarity: RR</p>
<p>Grade: グレード 0</p>
<p>Nation: ダークステイツ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/038,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_038.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-039,"DZ-SS16/039 Imaginary Number Dragon, Diraxy [RR]","<p><strong>Imaginary Number Dragon, Diraxy</strong></p>
<p>Card Number: DZ-SS16/039</p>
<p>Rarity: RR</p>
<p>Grade: グレード 2</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/039,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_039.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-040,DZ-SS16/040 Optimizing Mechanic [RR],"<p><strong>Optimizing Mechanic</strong></p>
<p>Card Number: DZ-SS16/040</p>
<p>Rarity: RR</p>
<p>Grade: グレード 1</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/040,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_040.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-041,DZ-SS16/041 エンディアリング・ベンダー メイティーナ [RR],"<p><strong>エンディアリング・ベンダー メイティーナ</strong></p>
<p>Card Number: DZ-SS16/041</p>
<p>Rarity: RR</p>
<p>Grade: グレード 0</p>
<p>Nation: ブラントゲート</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/041,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_041.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-042,"DZ-SS16/042 Flash Crystal Dragon, Sevenavia [RR]","<p><strong>Flash Crystal Dragon, Sevenavia</strong></p>
<p>Card Number: DZ-SS16/042</p>
<p>Rarity: RR</p>
<p>Grade: グレード 2</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/042,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_042.png,1,false,kg,true,true,true,true,true,true,true,true,active
dz-ss16-043,"DZ-SS16/043 Pale White Magic, Nonomira [RR]","<p><strong>Pale White Magic, Nonomira</strong></p>
<p>Card Number: DZ-SS16/043</p>
<p>Rarity: RR</p>
<p>Grade: グレード 1</p>
<p>Nation: ケテルサンクチュアリ</p>",Cardboard Collectible,Vanguard Singles,"Vanguard, Vanguard Singles, Singles, DZ-SS, DZ-SS16",true,Title,Default Title,,,,,DZ-SS16/043,0.002,shopify,0,deny,manual,,true,true,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_043.png,1,false,kg,true,true,true,true,true,true,true,true,active
